id	node_type
OCC1OC(C(O)C(O)C1O)C1(O)C(O)=C(\C=C2/C(=O)C(C(=O)\C=C\C3=CC=C(O)C=C3)=C(O)C(O)(C3OC(CO)C(O)C(O)C3O)C2=O)C(=O)C(C(=O)\C=C\C2=CC=C(O)C=C2)=C1O	molecule
CC(=O)C1=CC=CC=N1	molecule
[F-]	molecule
C\C=C(/CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC12C)C(C)C	molecule
CCCC(O)CC	molecule
OC(=O)C1=CC(O)=CC=C1NC(=O)\C=C\C1=CC=C(O)C=C1	molecule
CCCC=CC=O	molecule
CC1=CC=CC=C1O	molecule
CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(OC2OCC(O)C(O)C2O)C1O)COC1OC(CO)C(O)C(O)C1O	molecule
[H][C@]1(COC(C)=O)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(OC)=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O	molecule
OC1CC2=C(OC1C1=CC(O)=C(O)C3=C1C=C(C=C(O)C3=O)C1OC3=C(CC1OC(=O)C1=CC(O)=C(O)C(O)=C1)C(O)=CC(O)=C3)C=C(O)C=C2O	molecule
CCCC\C=C1\OC(=O)C(C)=C1C	molecule
[H]\C(=C(\[H])C1=CC=C(O)C=C1)C(=O)OCC	molecule
COC1=CC(CNC(=O)CCCCCC(C)C)=CC=C1O	molecule
CN1C2=C(NC=N2)C(=O)N(C)C1=O	molecule
CCC1=C(C)C2=[N]3C1=CC1=C(C)C4=C5N1[Mg]31N3C(=CC6=[N]1C(C(CCC(=O)OC\C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)C6C)=C5C(C(=O)OC)C4=O)C(C)=C(C=C)C3=C2	molecule
OC(=O)C1=NC(C2=CC=CO2)=C2NC3=CC=CC=C3C2=C1	molecule
[H]\C(C=O)=C(\[H])C1=CC(OC)=C(O)C=C1	molecule
CC1C2C(CC3C4CC=C5CC(O)CC(OC6OCC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C4CCC23C)OC11CC(O)C(C)CO1	molecule
CCCCC(O)C=C	molecule
CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1	molecule
OCC1OC(OC2=C(O)C=C3OC(=O)C=CC3=C2)C(O)C(O)C1O	molecule
[H]C1=C([H])C(C)(C)CC2OC2(C)CC\C([H])=C(C)\C1	molecule
CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1(C)O)C(O)=O	molecule
[H][C@@]12CCC3=C(C(=O)C(O)=C(C(C)C)C3=O)[C@@]1(C)CCCC2(C)C	molecule
CC1=NC(C)=C(C)S1	molecule
CC1CC=CC(=O)O1	molecule
CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1	molecule
COC1=CC(\C=C\C(=O)O[C@@H]2C[C@](O)(C[C@@H](O)[C@@H]2OC(=O)\C=C\C2=CC=C(O)C(OC)=C2)C(O)=O)=CC=C1O	molecule
CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N	molecule
[H][C@@]1(O)[C@@H]2OC(=O)C3=C1C(O)=C(O)C(O)=C3C1=C(C=C(O)C(O)=C1O)C(=O)O[C@H]2[C@@H]1OC(=O)C2=CC(O)=C(O)C(O)=C2C2=C3C(=O)OC4=C5C(C(=O)OC(C(O)=C2O)=C35)=C(C(O)=C4O)C2=C(O)C(O)=C(O)C=C2C(=O)OC[C@H]1O	molecule
CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1	molecule
CNC	molecule
COC1=CC(=CC=C1O)C1=C(O[C@@H]2OC(CO[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)\C=C\C3=CC(OC)=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@](O)(CO)[C@H]2O)C(=O)C2=C(O)C(OC)=C(O)C=C2O1	molecule
O=COCCC1=CC=CC=C1	molecule
COC1=C(O)C(O)=CC(=C1)C1=[O+]C2=C(C=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=CC(O)=C2	molecule
CCCCCCCCCCC=O	molecule
OC(=O)C1=CC=C(O)C=C1	molecule
[H][C@@](CO\C=C/CCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	molecule
CCC1=CC=C(O)C=C1	molecule
N#CCC1=CNC2=C1C=CC=C2	molecule
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1O	molecule
CC1=CC=C(C)C=C1	molecule
[H][C@@]1([C@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@@H](O)C2)C1=CC(O)=C(O)C=C1	molecule
COC1=CC(CC2C(CC3=CC=C(OC(CO)C(O)C4=CC=C(O)C(OC)=C4)C(OC)=C3)COC2=O)=CC=C1O	molecule
COC1=C(OC2=CC3=C(OCO3)C(O)=C2C1=O)C1=CC(O)=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=C1	molecule
COC1=C(OC)C=C(C=C1)C1=C(OC)C(=O)C2=C(OC)C(OC)=C(OC)C(OC)=C2O1	molecule
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1OC(C)=O	molecule
[H][C@@]12C3C(C)=CC[C@]1([H])[C@]3(C)CC[C@H]2C(C)C	molecule
COC1=CC(\C=C\C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3OC(=O)\C=C\C3=CC(OC)=C(O)C(OC)=C3)C(O)C(O)C2OC(=O)\C=C\C2=CC(OC)=C(O)C(OC)=C2)=CC(OC)=C1O	molecule
CC(=O)OCC1OC(OC2=CC3=C(C=C2)C(=O)C(=CO3)C2=CC=C(O)C=C2)C(O)C(O)C1O	molecule
C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)/C=C/C=C(\C)/C=C/[C@H]1C(C)=CCCC1(C)C	molecule
OC(=O)C1=CC(O)=CC(O)=C1	molecule
OCC1OC(OC2=CC=C(C=C2)C(O)=O)C(O)C(O)C1O	molecule
NC(CCC(=O)NC(CSC1=C(\C=C\C(=O)OC(C(O)C(O)=O)C(O)=O)C=CC(O)=C1O)C(=O)NCC(O)=O)C(O)=O	molecule
[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1	molecule
COC1=CC(CC2COC(C2CO)C2=CC=C(OC(CO)C(O)C3=CC=C(O)C(OC)=C3)C(OC)=C2)=CC=C1O	molecule
COC1=C(OC)C(OC)=C(OC)C(CC=C)=C1	molecule
CC(C)C1=CC=CC(C)=C1	molecule
OC(=O)[C@@H]1CCC(=O)N1	molecule
CC(=O)O[C@H]1C[C@@H](CC=C1C)C(C)=C	molecule
C\C1=C/C2OC(=O)C(=C)C2CCC(=C)C(CC1)OO	molecule
[Au]	molecule
COC1=C(O)C=CC(\C=C(\OC2=C(OC)C=C(\C=C/C(O)=O)C=C2)C(O)=O)=C1	molecule
OC1O[C@@H]2COC(=O)C3=CC(O)=C(O)C(O)=C3C3=C4C(=O)OC5=C6C(C(=O)OC(C(O)=C3O)=C46)=C(C(O)=C5O)C3=C(O)C(O)=C(O)C=C3C(=O)O[C@H]2[C@H](O)[C@H]1OC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
OC1=CC=CC=C1C=C	molecule
CC(C)C1CCC2(C)CC=C(C)CCC12O	molecule
CC(C)=CCC\C(C)=C/CC\C(C)=C/C=C/C(/C)=C/C=C/C=C(\C)/C=C\C=C(/C)CC\C=C(\C)CCC=C(C)C	molecule
[Sm]	molecule
COC1=C2OC=CC2=C(OC)C2=C1OC(=O)C=C2	molecule
CCCCCC#N	molecule
NC(CC1=CN=CN1)C(O)=O	molecule
OC1=CC2=C(C=C1)C=CC(=O)O2	molecule
COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O	molecule
COC(=O)C1=CO[C@@H](O)\C(=C/C)[C@@H]1CC(=O)OCCC1=CC=C(O)C(O)=C1	molecule
CCCCCOC(=O)CCCC	molecule
OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O	molecule
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	molecule
CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)=C	molecule
CC(CC(=O)C=C(C)C)C1CC=C(C)C=C1	molecule
COC1=C(O)C=CC(\C=C\C(O)=O)=C1	molecule
[H]\C(CO)=C(\[H])CCCCC	molecule
[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC=O	molecule
COC1=C(OC(C)=O)C=CC(CC=C)=C1	molecule
COC1=C(O)C=C2OC=C(C(=O)C2=C1)C1=CC=C(O)C=C1	molecule
OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C1O	molecule
CC1(C)CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2=C1	molecule
CC(C)=CCC\C(C)=C/CC\C(C)=C/CC\C(C)=C\C=C\C=C(/C)CC\C=C(/C)CC\C=C(\C)CCC=C(C)C	molecule
CC(C)C1CCC2(C)CC(O)C3(C)CCC12O3	molecule
COC1=CC=C(C=C1OC)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(OC)=C2OC	molecule
O[C@@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C([C@@H]5[C@@H](O)[C@H](OC6=C([C@@H]7[C@@H](O)[C@H](OC8=CC(O)=CC(O)=C78)C7=CC=C(O)C(O)=C7)C(O)=CC(O)=C56)C5=CC=C(O)C(O)=C5)C(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1	molecule
OC[C@H]1O[C@H](O[C@@H]2[C@@H]3C4=C(O[C@]2(OC2=C3C3=C(CC[C@H](O3)C3=CC(O)=C(O)C=C3)C=C2)C2=CC(O)=C(O)C=C2)C=C(O)C=C4O)[C@H](O)[C@@H](O)[C@H]1O	molecule
COC1=CC(\C=C\C=O)=CC(OC)=C1O	molecule
COC1=CC(CC2C(CC3=CC(OC)=C(O)C(=C3)C(CO)C(O)C3=CC=C(O)C(OC)=C3)COC2=O)=CC=C1O	molecule
CC(O)(CCC1OC1(C)C)C=C	molecule
CC(C)=CCCC(=C)C1CCC(C)=CC1	molecule
OC1OC2COC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(O)C(O)=C(O)C=C3C(=O)OC2C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C1O	molecule
CC1=CN=C(C)C=N1	molecule
CC(=O)OCCC1=CC=C(O)C=C1	molecule
CCCCCCCCCCCCC=C	molecule
CCSSC	molecule
CCCCC\C=C\CC1OC1CCCCCCCC(O)=O	molecule
CC(C)=CCC\C(C)=C/C=O	molecule
C12N3C4=CC(=C(C)C=C4[N]([Co+]456(N7C8=C(C9=[N]4C(C(C9(C)CC(N)=O)CCC(N)=O)=CC4=[N]5C(C(C4(C)C)CCC(N)=O)=C(C4=[N]6C(C(C4(C)CCC(=O)NCC(C)OP([O-])(=O)OC(C1O)C(CO)O2)CC(N)=O)C7(C(C8CCC(N)=O)(C)CC(N)=O)C)C)C)C#N)=C3)C	molecule
O[C@@H]1[C@@H](O)[C@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)O[C@@H]([C@H]1O)C(O)=O	molecule
COC1=C(O)C=CC(\C=C\C(=O)O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@H](CCC5C4CC[C@@]3([H])C2)[C@H](C)CCC(=C)C(C)C)=C1	molecule
[Rb]	molecule
CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OCC(O)C(O)C4O)C3OC3OC(CO)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CN1	molecule
OC(=O)C(CC1=CC=C(O)C=C1)NC(=O)\C=C\C1=CC=C(O)C=C1	molecule
CO[C@H]1C[C@@]2(O)O[C@]1(C)C[C@@H](OC(=O)C(\C)=C\C)[C@@H]1[C@H](OC(=O)C1=C)\C=C2\CO	molecule
[H]C(O)(CO)COC(=O)\C=C\C1=CC=C(O)C=C1	molecule
CC1=CCC(CC1)C(C)(C)O	molecule
CC12CCCC(C)(C)C3C(CCC13)C2=C	molecule
[U]	molecule
CC#CC1=CC=C(S1)C1=CC=C(S1)C(=O)CC1(O)C2CCC(=C)C3CCC(=C)C3C2OC1=O	molecule
CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C	molecule
[H][C@@]12CCC(C)=C[C@@]1([H])[C@@H](CC=C2C)C(C)C	molecule
CCCCC=CCCCCCC=O	molecule
OC1=CC2=C([C@@H]([C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O2)C2=CC=C(O)C(O)=C2)C2=C(O)C=C(O)C3=C2O[C@@H]([C@@H](C3)OC(=O)C2=CC(O)=C(O)C(O)=C2)C2=CC(O)=C(O)C(O)=C2)C(O)=C1	molecule
O=C1OC2=CC3=C(C=CO3)C=C2C=C1	molecule
COC1=CC(CC(CO)C(CO)CC2=CC=C(OC(CO)C(O)C3=CC=C(O)C(OC)=C3)C(OC)=C2)=CC=C1O	molecule
CC(C)C1CCC2(C)OC2C1=O	molecule
C\C1=C/CC(C)(C)\C=C\CC2(C)OC2CC1	molecule
C[C@H]1[C@H](O[C@H]2[C@H](OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC=C(O)C=C3)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	molecule
CC1OC(OCC2OC(OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O	molecule
[K+]	molecule
NC1=NC(=O)C2=C(N1)NC(=O)C=N2	molecule
OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1	molecule
COCC1=CC=C(O1)C1=C2NC3=CC=CC=C3C2=CC(=N1)C(O)=O	molecule
CSCCCCN=C=S	molecule
C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](OC(C)=O)[C@H](O)[C@H]1O	molecule
OCC1OC(OC2=CC(O)=C3C(=O)C(OC4OC(CO)C(O)C(O)C4O)=C(OC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O	molecule
O[C@@H]1CC2=C(O[C@@H]1C1=CC(=O)C3(O)OC4=C(C13)C(=CC(O)=C4O)[C@H]1OC3=C(C[C@H]1OC(=O)C1=CC(O)=C(O)C(O)=C1)C(O)=CC(O)=C3)C=C(O)C=C2O	molecule
O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O	molecule
C\C1=C\CCC(=C)C2CC(C)(C)C2CC1	molecule
CC(C)(O)C1CCC(=C)CC1	molecule
CC(C)C(C)\C=C\C(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC12C	molecule
CC\C=C/CCO	molecule
OC(=O)CCC(O)=O	molecule
CCCCC(C)O	molecule
CC1CCC2C1C1C(CCC2(C)O)C1(C)C	molecule
CC#CC1=CC=C(S1)C1=CC=C(S1)C(=O)CO	molecule
CCC\C=C1\OC(=O)C2=CC=CC=C12	molecule
OC(=O)C1=C(OC2=CC3=C(C(O)=C2O)C2=C(C=C(O)C(O)=C2O)C(=O)OC2C(COC3=O)OC(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C2OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)=C(O)C(O)=C1	molecule
CCCCCCC=O	molecule
CC(C)=C1CCC2(C)OC2C1=O	molecule
COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C=C2O1	molecule
CC1(C)[C@@H]2CC[C@@H](C2)C1=C	molecule
COC1=CC(=CC(OC)=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C2C(OC3OC(CO)C(O)C(O)C3O)=CC(O)=CC2=[O+]1	molecule
O=CC1=CC=CC=C1	molecule
[AlH3]	molecule
CCCCCCCCCCC(O)=O	molecule
COC1=C(O)C=CC(\C=C\C(=O)O[C@H]2CC[C@@]3(C)C(=CCC4C5CC[C@H]([C@H](C)CCC(C)C(C)C)[C@@]5(C)CCC34)C2)=C1	molecule
O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	molecule
COC1=CC(\C=C/C(O)=O)=CC(\C(=C/C2=CC(OC)=C(O)C=C2)C(O)=O)=C1O	molecule
CCC(C)CC(=O)CC	molecule
COC1=CC=C(\C=C/CC(\C=C(\C)C=C)C2OC2(C)C)C=C1	molecule
CCCCCSS	molecule
COC1=CC(CCC(=O)\C=C\CCC2=CC(OC)=C(O)C=C2)=CC(OC)=C1O	molecule
OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O	molecule
[Th]	molecule
CC(C)C1=C2C=C(C)CCC2[C@@H](C)CC1	molecule
OB(O)O	molecule
CC(C)=C1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C	molecule
CC(=C)[C@@H]1CCC(C)=CC1	molecule
CC\C=C/CC1=C(C)CCC1=O	molecule
CC(CCC=C(C)C)CC=O	molecule
COC1=CC(=CC(O)=C1O)C1=C(OC2OCC(O)C(O)C2O)C=C2C=CC(O)=CC2=[O+]1	molecule
[H]\C(C)=C(\C=O)C(CC=O)CC(=O)OCCC1=CC(O)=C(O)C=C1	molecule
[H]\C(CC[C@@]1(C)C(=C)[C@]2([H])CC[C@@]1([H])C2)=C(/C)CO.[H]\C(CC[C@]1(C)C2([H])CC3([H])[C@]([H])(C2)C13C)=C(/C)CO	molecule
OC1C2OC(=O)C3=C1C(O)=C(O)C(O)=C3C1=C(O)C(O)=C(O)C=C1C(=O)OC2C1OC(=O)C2=CC(O)=C(O)C(O)=C2C2=C(O)C(O)=C(O)C(=C2)C(=O)OCC1OC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
COC1=C2O[C@@H]([C@@H](CO)C2=CC(C[C@H]2COC(=O)[C@@H]2CC2=CC(OC)=C3O[C@@H]([C@@H](CO)C3=C2)C2=CC=C(O)C(OC)=C2)=C1)C1=CC(OC)=C(O)C=C1	molecule
COC1=CC(=CC=C1C)C(C)C	molecule
COC1=CC=C(C[C@H]2COC(=O)[C@@H]2CC2=CC=C(O)C(OC)=C2)C=C1OC	molecule
CC(C)=CC\C=C(/C)CC=O	molecule
S=C=S	molecule
OC1=CC(=CC(O)=C1O)C1OC2=C(CC1OC(=O)C1=CC(O)=C(O)C(O)=C1)C(O)=C(CC1=C3OC(C(CC3=C(O)C=C1O)OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1)C(O)=C2	molecule
N[C@@H](CC(N)=O)C(O)=O	molecule
CC1(C)C2CC1C(C=O)=CC2	molecule
CCCCCC(O)\C=C/C1C=CC(=O)C1CCCCCCC(O)=O	molecule
C\C=C(\C)C=O	molecule
[H][C@]12C3C(C)=CC[C@@]1([H])[C@]3(C)CC[C@H]2C(C)C	molecule
CC1=CC=C(C=C1)[C@]1(C)CCCC1(C)C	molecule
CC(C)[C@@]12C[C@@H]1[C@@](C)(O)CC2	molecule
CCC(C)C=O	molecule
[Sc]	molecule
OC[C@H]1O[C@@H](OC(=O)[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O	molecule
OC(=O)C1CCCCN1	molecule
COC1=CC(O)=C(C=O)C=C1	molecule
COC1=CC2=C(OC=C(C2=O)C2=CC=C(O)C=C2)C=C1O[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]1O	molecule
CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CC(O)C5(C)CCC43C)C2(C)CO)C(O)=O)C(O)C(O)C1O	molecule
OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O	molecule
CC1=CCC[C@]2(C)CC[C@H](CC12)C(C)(C)O	molecule
CC(C)C(NC(N)=O)NC(N)=O	molecule
OC[C@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O	molecule
COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2O1	molecule
COC1=CC(=CC=C1O)C1=C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(=O)C2=C(O1)C=C(O)C(OC)=C2O	molecule
[H][C@]1(COC(C)=O)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(OC)=C(O)C(OC)=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O	molecule
COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1OC[C@](O)(CO)[C@H]1O)C=C2O	molecule
OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=C(C5C(O)C(OC6=CC(O)=CC(O)=C56)C5=CC(O)=C(O)C=C5)C(O)=CC(O)=C34)C3=CC(O)=C(O)C=C3)=C2OC1C1=CC(O)=C(O)C=C1	molecule
CC(C)CC=O	molecule
CCCCCCC(O)=O	molecule
CC(=C)C1CC(CCC1(C)C=C)C(=C)C=O	molecule
CC(=O)C1=CC2=C(OC(C)(C)C=C2)C=C1	molecule
CCC1=C(C=O)C2=[N]3C1=CC1=C(C)C4=C5N1[Mg]31N3C(=CC6=[N]1C(C(CCC(=O)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C)C6C)=C5C(C(=O)OC)C4=O)C(C)=C(C=C)C3=C2	molecule
COC1=CC2=C(C(O)=C1)C(=O)C(OC)=C(O2)C1=CC(O)=C(O)C=C1	molecule
COC1=C(O)C(=CC(\C=C\C(O)=O)=C1)C1=CC(\C=C\C(O)=O)=CC(OC)=C1O	molecule
CC\C=C/C=C/C=O	molecule
OC1CCC2C(CCC3C4CCCC4CCC23)C1	molecule
[H][C@]1(COC(C)=O)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O	molecule
CC(C)CCCC(C)CCCC(C)CCCC(C)=O	molecule
CCCCCCCCCCCCCCCCCCCC	molecule
C[C@@H](CCC=C(C)C)[C@]1(O)CCC(C)=CC1	molecule
CC(C)C1=CC=C(C)C=C1OC(C)=O	molecule
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	molecule
COC(=O)CC1=CC=CC=C1	molecule
O[C@@H]1CC2=C(O[C@@H]1C1=CC=C(O)C=C1)C=C(O)C=C2O	molecule
COC1=CC(=CC=C1O)C1=C(O[C@@H]2OC(CO[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)\C=C\C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@](O)(CO)[C@H]2O)C(=O)C2=C(O)C(OC)=C(O)C=C2O1	molecule
CCC1=CC(O)=C(O)C=C1	molecule
O[C@@H]1CC2=C(O[C@@H]1C1=C(C(O)=C(O)C(O)=C1)C1=C(O)C(O)=C(O)C=C1[C@H]1OC3=C(C[C@H]1OC(=O)C1=CC(O)=C(O)C(O)=C1)C(O)=CC(O)=C3)C=C(O)C=C2O	molecule
CC(CCCC(C)=C)C1=CCC(C)=CC1	molecule
OC1=CC=CC2=C1C(=O)C=CC2=O	molecule
CC1OC(OC2=CC3=C(C(=O)C=C(O3)C3=CC(O)=C(O)C=C3)C(O)=C2O)C(O)C(O)C1O	molecule
[SiH4]	molecule
O[C@H]1[C@H](OC(=O)\C=C\C2=CC=C(O)C(O)=C2)C[C@@](O)(C[C@H]1OC(=O)\C=C\C1=CC=C(O)C(O)=C1)C(=O)O	molecule
N1C=NC2=C1C=NC=N2	molecule
CC#CC1=CC=C(S1)C1=CC=C(CO)S1	molecule
COC1=CC(CC2COC(=O)C2CC2=CC=C(O)C(OC)=C2)=CC2=C1OC(C2CO)C1=CC=C(O)C(OC)=C1	molecule
CCC(C)O	molecule
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	molecule
O=CC1=CC=CS1	molecule
N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O	molecule
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	molecule
COC1=CC(\C=C/C2=CC=C(O)C=C2)=CC(OC)=C1	molecule
OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O	molecule
OCC(O)C(O)C(O)C(O)CO	molecule
CC(=O)OCCC(N)C(O)=O	molecule
NC(CO)C(O)=O	molecule
OC1=C2C=CC=CC2=CC=C1	molecule
COC1=CC(CC=C)=CC2=C1OCO2	molecule
NC(CCC(=O)NC(CSC1=CC(\C=C\C(=O)OC(C(O)C(O)=O)C(O)=O)=C(SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(O)=C1O)C(=O)NCC(O)=O)C(O)=O	molecule
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	molecule
CC=C	molecule
CC(C)=CCC\C(C)=C\CC1=C(O)C=C2O[C@@H](CC(=O)C2=C1O)C1=CC=C(O)C=C1	molecule
OC[C@@H]1O[C@@H](OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)[C@@H](O)[C@@H]1O	molecule
CCCCCCCCCCCCCCC(O)=O	molecule
