id	node_type
C\C(CC\C=C(/C)CC(O)\C=C(/C)C(O)=O)=C/CCC(C)(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C=C	molecule
CCCCCC(O)CC	molecule
CC1CCC2=C1CC(CCC2C)=C(C)C	molecule
CC(C)C1=CC=C(C=C1)C(O)=O	molecule
CC1CCC2C(C)=CC3(O)OC12CC3=C(C)C	molecule
[H][C@]1(CC(=O)OCCC2=CC=C(O)C=C2)\C(=C\C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C1C(=O)OC	molecule
CN1C=NC2=C1C(=O)N(C)C(=O)N2C	molecule
CCCC\C=C\C=O	molecule
CC(C)=CCC\C(C)=C/COC=O	molecule
CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O	molecule
[H][C@]1(CC=C(C)C=C1)C(C)C	molecule
CC(=C)C1CCC(C)=CC1=O	molecule
CC(C)CCCC(C)CCO	molecule
CC1=CC(C)=C(C)C=C1	molecule
NCC1=CC=CC=C1	molecule
OC1=CC=C(C=O)C=C1O	molecule
CC(C)=CCC[C@]1(C)[C@H]2C[C@@H]1C(C)=CC2	molecule
CC(=O)\C=C\C1=C(C)CCCC1(C)C	molecule
COC1=C(OC)C=C(C=O)C=C1	molecule
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H]2O)[C@H]1O	molecule
CCCCCCOC(=O)CCC	molecule
C[C@@H]1CC[C@@H](CC1=O)C(C)=C	molecule
C\C(CC(O)\C=C(/C)C(O)=O)=C/CC\C(CO)=C\CCC(C)(OC1OC(CO)C(O)C(O)C1O)C=C	molecule
CC(C)=CCC1=C(O)C=C2OC(CC(=O)C2=C1O)C1=CC=C(O)C=C1	molecule
[H]\C(CCC)=C1\OC(=O)C2=C1CCC=C2	molecule
CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC	molecule
OC1=CC=CC=C1O	molecule
COC1=C(O)C=CC(=C1)C1=C(OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C2=C(O)C=C(O)C=C2O1	molecule
CC(C)C1(CCC(C)=CC1)OC(C)=O	molecule
OC1CC2=C(O)C=C(O)C=C2OC1C1=CC(O)=C(O)C2=C1C=C(C=C(O)C2=O)C1OC2=CC(O)=CC(O)=C2CC1O	molecule
COC1=C(O)C=CC(\C=C/C(/O)=N/CCC2=CC=C(O)C=C2)=C1	molecule
O=C(OCC1=CC=CC=C1)C1=CC=CC=C1	molecule
CCCSSC	molecule
OC[C@H]1OC(O[C@H]2[C@H](O)[C@@H](O)C(O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	molecule
O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C=C1C1=C(C=C(O)C(O)=C1O)[C@H]1OC3=C(C[C@H]1O)C(O)=CC(O)=C3)C=C(O)C=C2O	molecule
OC1CNC(C1)C(O)=O	molecule
[Ca++].[O-]C(=O)C([O-])=O	molecule
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3	molecule
[Ce]	molecule
CC1(C)[C@H]2C[C@H](O)C3=C[C@@](C)(CC[C@H]3[C@]2(C)CCC1=O)C=C	molecule
CC(CCOC(C)=O)CCC=C(C)C	molecule
COC(=O)C1=CO[C@@H](O)\C(=C\C)[C@@H]1CC(=O)OCCC1=CC=C(O)C=C1	molecule
CC(=O)OC1C2(C)CCC(C2)C1(C)C	molecule
COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	molecule
[Ag]	molecule
OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2	molecule
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](COC(O)=O)O[C@H]2OC2=C(OC3=CC(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	molecule
COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C=C2)=CC=C1O	molecule
COC1=CC=C(CC=C)C=C1	molecule
C[C@@H]1O[C@@H](OC\C(C)=C/CC\C(C)=C\CC\C(C)=C\CC[C@](C)(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C)[C@H](O)[C@H](O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](OC(=O)C(\C)=C\CC\C(C)=C\CC\C(C)=C\CC[C@](C)(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	molecule
CC(C)=CCOC1=CC=C(C=C1)C(=O)\C=N\O	molecule
OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(O)C1O	molecule
COC1=CC2=C(C=CC(=O)O2)C=C1C=O	molecule
O[Si](O)(O)O	molecule
CC(CC(=O)C=C(C)C)C1=CCC(C)=CC1	molecule
[H][C@]1(CO)O[C@@]([H])(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]1([H])O	molecule
OC(=O)\C=C/C1=CC=C(O)C=C1	molecule
COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O	molecule
OC(=O)\C=C\C1=CC=CC(O)=C1	molecule
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CCC4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	molecule
OC1=CC=C(CC=C)C=C1	molecule
NC(=O)NC1NC(=O)NC1=O	molecule
C[C@@H]1O[C@@H](OC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)=C(O[C@@H]4O[C@H](COC(C)=O)[C@H](O)[C@H](O)[C@H]4O)C3=O)=C2)[C@H](O)[C@H](O)[C@H]1O	molecule
CC(C)(CO)C(O)C(=O)NCCC(O)=O	molecule
[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O	molecule
OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O	molecule
C=CCN=C=S	molecule
CCCCCC=CC(=O)CCC1=CC(OC)=C(O)C=C1	molecule
CCCCC1CCC(=O)O1	molecule
COC1=C(O)C=CC(CNC(=O)CCCC\C=C/C(C)C)=C1	molecule
[Pb++]	molecule
FC(F)(F)C(F)(F)C(F)(F)F	molecule
CCCCCCCCCCCC	molecule
OC(=O)CCC(=O)C(O)=O	molecule
O[C@@H]1CO[C@H]([C@@H](O)[C@@H]1O)C1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C=C2)C([C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)=C1O	molecule
CCCCCC(O)=O	molecule
O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C=C2)[C@H]1O)C(O)=O	molecule
[H][C@@]12C=C(C)CCC1=C(C)CC[C@H]2C(C)C	molecule
CC#CC#CC#C\C=C\C=C\C=C	molecule
COC1=C2C=CC=CC2=C2OC(C)(C)C=CC2=C1	molecule
CCNC	molecule
CC1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)OC11CCC(C)CO1	molecule
CCCCCCCC(CCC)CCCCC	molecule
COC1=CC(=CC=C1O)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2C1=CC(OC)=C(O)C(OC)=C1	molecule
CC(CCO)CCCC(C)(C)O	molecule
OC[C@H]1O[C@@H](O[C@H](C#N)C2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O	molecule
O=[Fe]	molecule
OC1COC(OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)C(O)C1O	molecule
COC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O	molecule
COC1=C(O)C=CC(\C=C\C2=CC(=O)CC(O2)C2=CC(OC)=C(O)C=C2)=C1	molecule
CCNCC	molecule
COC1=CC(=CC(OC)=C1O)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	molecule
O[C@@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C([C@H]1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O	molecule
CCCCCCCCC(C)(C)CO	molecule
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C	molecule
OC1C(O)C2OC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(C=C(O)C(O)=C3O)C(=O)OCC2OC1OC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
O=C(\C=C\C=C\C1=CC2=C(OCO2)C=C1)N1CCCCC1	molecule
COC1=C(O)C=CC(CNC(=O)CCCCCCC(C)C)=C1	molecule
CC(=O)OCCCC1=CC=CC=C1	molecule
[Li]	molecule
C1=CC=CC=C1	molecule
[Fe]	molecule
S=C=NCCC1=CC=CC=C1	molecule
C[C@@H](CCC=C)C1=CC=C(C)C=C1	molecule
CCCCCCOC(=O)CCCCC	molecule
CC(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C	molecule
CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O	molecule
OC1C(OC(=O)C2=CC(O)=C(O)C(O)=C2)OC2COC(=O)C3=CC(=O)C4(O)OC5=C(O)C(O)=CC(=C5C3C4(O)O)C(=O)OC2C1OC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
[H]\C(=C(\[H])C1=CC(O)=C(O)C=C1)C(=O)C1=C(O)C=C(O)C=C1	molecule
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O	molecule
OC1=CC2=C(C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O2)C2=CC(O)=C(O)C=C2C2=C(C=C(O)C(O)=C2O)[C@H]2OC3=C(C[C@H]2OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)=CC(O)=C3)C(O)=C1	molecule
CC(C)[C@H](C)CC[C@@H](C)C1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C	molecule
[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO	molecule
COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)C(O)=CC(O)=C2	molecule
C\C(\C=C\C=C(/C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)=C\C=C\C=C(/C)\C=C\C=C(\C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	molecule
CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C	molecule
O[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	molecule
OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC(O)=C(O)C=C2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O	molecule
CC12C3C(OC1=O)C=C1CC(C)(CCC1C3(C)CCC2=O)C=C	molecule
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	molecule
NCC(O)C1=CC=C(O)C=C1	molecule
COC1=CC=C(\C=C/C2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C2)C=C1O	molecule
CC1CC(=O)CC2CCCCN12	molecule
CC1OC(OC2C(O)C(O)C(CO)OC2OC2=CC3=C(C(=O)CC(O3)C3=CC=C(O)C(O)=C3)C(O)=C2)C(O)C(O)C1O	molecule
CC(C)=C1CCC(C)(O)CC1	molecule
[H][C@]1(O)CO[C@@]([H])(OC2=CC3=C4C(OC(=O)C5=CC(O)=C(O)C(OC3=O)=C45)=C2O)[C@]([H])(O)[C@@]1([H])O	molecule
CCCCC1OC(=O)C2=C1C=CC=C2	molecule
CC(C)C1CCC(=C)C=C1	molecule
COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1	molecule
C\C(CCCO)=C\C=C/C=C(/C)\C=C\C=C(\C)/C=C/C12OC1(C)CC(O)CC2(C)C	molecule
C[C@@H]1[C@@H]2C[C@H](CC1=O)C2(C)C	molecule
COC1=C(O)C(O)=CC(=C1)C1=[O+]C2=C(C=CC(O)=C2)C=C1OC1OC(C)C(O)C(O)C1O	molecule
C1=CC=C(C=C1)C1=[O+]C2=CC=CC=C2C=C1	molecule
OCC1OC(OC2=CC=CC3=C2NC(=O)C3(O)CC(O)=O)C(O)C(O)C1O	molecule
C1OC2=C(O1)C=C(C=C2)C1OCC2C1COC2C1=CC2=C(OCO2)C=C1	molecule
OC[C@H]1OC([C@@H](O)[C@@H]1O)C1=C2OC(=CC(=O)C2=C(O)C(C2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)=C1O)C1=CC=C(O)C=C1	molecule
COC1=C2OCOC2=C(OC)C(CC=C)=C1	molecule
CC(C)C1=CC2=C(C(O)=C1O)C13CCCC(C)(C)C1C(OC3=O)C2O	molecule
[H]\C(C)=C(/C)C(=O)O[C@@]1([H])[C@]([H])(OC(C)=O)[C@]2(CO)[C@]([H])(O)C[C@]3(C)C(=CCC4([H])[C@@]5(C)CC[C@]([H])(O[C@]6([H])O[C@]([H])(C(O)=O)[C@@]([H])(O[C@]7([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]7([H])O)[C@]([H])(O)[C@@]6([H])O[C@]6([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]6([H])O)[C@](C)(CO)C5([H])CC[C@@]34C)C2([H])CC1(C)C	molecule
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2	molecule
OCC1OC(OC2CC3=C(OC2C2=CC(O)=C(O)C=C2)C=C(O)C=C3O)C(O)C(O)C1O	molecule
OCC1OC(OC(=O)\C=C\C2=CC(O)=C(O)C=C2)C(O)C(O)C1O	molecule
CC(C)[C@@H]1CC[C@H](C)C[C@H]1O	molecule
CC1CCC=C2CCC(CC12C)C(C)=C	molecule
OC1=CC(O)=C(CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(C2=CC(O)=C(O)C(O)=C2)C2=C3OC(C(CC3=C(O)C=C2O)OC(=O)C2=CC(O)=C(O)C(O)=C2)C2=CC(O)=C(O)C(O)=C2)C(O)=C1	molecule
CC(=C)C1CC=C(C)C(O)C1	molecule
OCC1OC(OC(=O)\C=C\C2=CC=C(O)C=C2)C(O)C(O)C1O	molecule
CCCCCCCCCCO	molecule
CC(C)CCCC(=O)CCC(C)C	molecule
OC(=O)C1=C(OC2=C(O)C3=C4C(=C2)C(=O)OC2=C(O)C(O)=CC(C(=O)O3)=C42)C(O)=C(O)C(O)=C1	molecule
CC1=C(O)C(CO)=C(CO)C=N1	molecule
CCCCCCC\C=C/C(O)C#CC#CC(O)C=C	molecule
[H][C@]1(CC(=O)OCCC2=CC(O)=C(O)C=C2)\C(=C\C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C1C(=O)OC	molecule
CC(C)[C@H]1CC=C(C)[C@H]2CCC(C)=C[C@@H]12	molecule
CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=CC(O)=C(C)C(C)=C2O1	molecule
[Cl-]	molecule
CCCCCCCCCCCCCCCCCC(=O)OCC	molecule
CC(C)CN=C=S	molecule
CC(=O)C1=CC=CO1	molecule
C[N+]1=CC=CC(=C1)C([O-])=O	molecule
CCCCC\C=C/C\C=C/CCCCCC=C	molecule
CCO[C@@]12C[C@H](O)[C@@](C)(C[C@@H](OC(=O)C(\C)=C\C)[C@@H]3[C@@H](CC1CO)OC(=O)C3=C)O2	molecule
CNCCC1=CC=C(O)C=C1	molecule
[H]C1=C([H])C2=C(O1)C([H])=C([H])C1=C2OC(=O)C([H])=C1[H]	molecule
COC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O	molecule
O[C@H]1CO[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O	molecule
OC1=CC=C(\C=C\C(=O)OCC2CCN3CCCC23)C=C1	molecule
CC(C)[C@@H]1CC[C@H](C)C2=CC=C(C)C=C12	molecule
[H][C@]1(CO)O[C@@]([H])(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O	molecule
[H][C@]12C[C@]([H])([C@@]([H])(CO)CC1)C2(C)C	molecule
CC(C)[C@H]1CC[C@]2(C)[C@H]3C[C@@H]4[C@H](C13)[C@]24C	molecule
CC(C)C1CCC(C)(O)C2CCC(C)=CC12	molecule
[H][C@]1(CO)O[C@@]([H])(OC2=C3C=C(OC4=CC(O)=CC([O+]=C2C2=CC(OC)=C(O)C(OC)=C2)=C34)C2=CC=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O	molecule
CC(C)(O)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1	molecule
OC1C(COC(=O)\C=C\C2=CC=C(O)C=C2)OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)C(O)C1O	molecule
COC1=CC(CC2COC(=O)C2CC2=CC=C(OC(CO)C(O)C3=CC=C(O)C(OC)=C3)C(OC)=C2)=CC=C1O	molecule
CC1C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC(O)C2(C)C(O)C=C1C	molecule
[Ca++]	molecule
COC1=C(O)C=CC(CCC(=O)\C=C\CCC2=CC=C(O)C=C2)=C1	molecule
COC1=C(OC)C=C(CC=C)C=C1	molecule
CCCC\C=C\C=C/C=C/CCCCCCCC(O)=O	molecule
CSSSC	molecule
COC(=O)CC(C)(C)O	molecule
CCCCCCCCCCCC=O	molecule
[Mg++].[H]\C(COC(=O)CC[C@]1([H])\C2=C3/C4=N/C(=C\C5=C(CC)C(C)=C([N-]5)\C=C5/N\C(=C/C(=N2)[C@@]1([H])C)C(C)=C5C=C)/C(C)=C4C(=O)[C@]3([H])C(=O)OC)=C(\C)CCCC([H])(C)CCCC([H])(C)CCCC(C)C	molecule
CCCCCO	molecule
CC1C2C(CC3C4CC=C5CC(O)CC(OC6OC(CO)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C4CCC23C)OC11CCC(C)CO1	molecule
COC1=CC(C=O)=CC=C1O	molecule
OC1C2OC(=O)C3=C1C(O)=C(O)C(O)=C3C1=C(O)C(O)=C(O)C=C1C(=O)OC2C1OC(=O)C2=CC(O)=C(O)C(O)=C2C2=C(O)C(O)=C(O)C(=C2)C(=O)OCC1O	molecule
[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O	molecule
CCCCCCC#N	molecule
OC(C=O)C(O)C(O)C(O)C(O)=O.OC(C1OC(O)C(O)C1O)C(O)=O.OC1OC(C(O)C(O)C1O)C(O)=O	molecule
CC(C)=CC(=O)C(C)(C)C=C	molecule
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\[C@@H](CC)C(C)C	molecule
COC1=CC(C=O)=CC(OC)=C1O	molecule
CC1OC(OC2=CC(O)=C3C(OC(C4=CC(O)=C(O)C=C4)=C(OC4OC(COC(C)=O)C(O)C(O)C4O)C3=O)=C2)C(O)C(O)C1O	molecule
CC1C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC(O)C2(C)CC=C1C	molecule
[H]\C(CCC)=C(\[H])C=O	molecule
CCCCCC\C=C\C=C\C=O	molecule
CC1(C)C2CC1C(CO)=CC2	molecule
CC1=C(C)C2CCC1C2	molecule
OCC=C	molecule
CC(C)=CCC\C(C)=C\C=O	molecule
OC1O[C@@H]2COC(=O)C3=CC(O)=C(O)C(O)=C3C3=C4C(=O)OC5=C6C(C(=O)OC(C(O)=C3O)=C46)=C(C(O)=C5O)C3=C(O)C(O)=C(O)C=C3C(=O)O[C@H]2[C@H](O)[C@H]1O	molecule
OC1C(O)C(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)OC(C1O)C(O)=O	molecule
OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=CC3=C(C=C2)C(=O)C(=CO3)C2=CC=C(O)C=C2)C1O	molecule
CCCCC=CCCCCCCCC=O	molecule
NC(CCCCNC(CCC(O)=O)C(O)=O)C(O)=O	molecule
C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C	molecule
OC1CC2=C(O[C@H]1C1=CC=C(O)C(O)=C1)C=C(O)C([C@@H]1[C@@H](O)[C@H](OC3=CC(O)=CC(O)=C13)C1=CC(O)=C(O)C=C1)=C2O	molecule
OC1=CC2=C(C=C1)C(=O)C=C(O2)C1=CC(O)=C(O)C=C1	molecule
COC1=C(O)C=CC(\C=C\C(=O)O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@H](CCC5C4=CC[C@@]3([H])C2)[C@H](C)CCC(C)C(C)C)=C1	molecule
COC1=CC(CC(O)=O)=CC=C1O	molecule
COCC1=CCC2CC1C2(C)C	molecule
COC1=CC=C(\C=C\C(O)=O)C=C1	molecule
CC(CC(=O)C=C(C)C)C1=CC=C(C)C=C1	molecule
O[C@@H]1[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C=C2)[C@H](O)[C@H]1O	molecule
COC1=CC2=C(C(=O)C=C(O2)C2=CC(OC)=C(O)C=C2)C(O)=C1OC	molecule
CCOC(=O)\C=C\C1=CC(O)=C(O)C=C1	molecule
OCC1OC(OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)C(OC2OCC(O)(CO)C2O)C(O)C1O	molecule
[H][C@@]12C=C(C)CC[C@@]1([H])[C@@](C)(O)CC[C@H]2C(C)C	molecule
CC1=CCC2CC1C2(C)C	molecule
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C(C(=O)CCC3=CC=C(O)C=C3)C(O)=CC(O)=C2)[C@H](O)[C@H]1O	molecule
CC1CC(O)CC2C(=O)CC(CC12C)C(C)=C	molecule
OC[C@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@H]1O	molecule
[H]C(=O)C1=CCC(CC1)C(C)=C	molecule
CC(C)=CCC1=C(C)C=CO1	molecule
COC1=CC(CC(CO)C(CO)CC2=CC(OC)=C(O)C=C2)=CC=C1O	molecule
OC1=CC=C(C=C1)[C@H]1OC2=C(C[C@H]1OC(=O)C1=CC(O)=C(O)C(O)=C1)C(O)=CC(O)=C2	molecule
OC1=CC2=C(C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O2)C2=CC(O)=C(O)C(O)=C2C2=C(C=C(O)C(O)=C2O)[C@H]2OC3=C(C[C@H]2OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)=CC(O)=C3)C(O)=C1	molecule
C[C@@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	molecule
COC1=CC(\C=C\C2=CC=CC=C2)=CC(O)=C1O	molecule
CCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1	molecule
CC(C)[C@@H]1CC\C(C)=C\CCC(=C)\C=C\1	molecule
CC(CCC=C(C)C)C1CC=C(C)C=C1	molecule
COC1=C(O)C=CC(CC=C)=C1	molecule
CC1(C)[C@@H]2C[C@H]1C(=C)[C@@H](O)C2	molecule
OC1=CC(O)=C2CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC2=C1)C1=CC(O)=C(O)C=C1	molecule
CC1=CC2C(CC1)C(=C)CCCC2(C)C	molecule
CCC\C=C1\OC(=O)C2=C1CCC=C2	molecule
OC(=O)COC(=O)\C=C\C1=CC=C(O)C=C1	molecule
OC1C(COC(=O)CC(O)=O)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C1O	molecule
C\C(CC\C=C(\C)C=O)=C/C\C=C(\C)C=C	molecule
CC(C)C1CC=C(C)C=C1	molecule
COC(=O)\C=C\C#CC#CC#CC	molecule
CC1(C)CCC2(C)CC=C3C4(C)CCC5C(C)(C)C(O)CCC5(C)C4CCC3(C)C2C1	molecule
C\C1=C/[C@H]2OC(=O)C(=C)[C@@H]2CCC(=C)[C@H](O)CC1	molecule
COC1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C=C2)C=C1O	molecule
CC1=NC(C)=C(C)N=C1	molecule
CC1OC(OCC2OC(OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O	molecule
COC1=CC(C[C@H]2COC(=O)C2[C@H](O)C2=CC=C(O)C(OC)=C2)=CC=C1O	molecule
CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1	molecule
CC1OC(OC2C(O)C(O)C(CO)OC2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O	molecule
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	molecule
[H][C@@]1(O)O[C@]([H])(COC(=O)C2=CC=CC=C2)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O	molecule
CC(C)=C1CCC(C)=CC1=O	molecule
[V]	molecule
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	molecule
CC#CC1=CC=C(S1)C1=CC=C(S1)C(O)C(O)=O	molecule
CC1CCC2C1C1C(CCC2=C)C1(C)C	molecule
CNC1=CC=CC=C1	molecule
